KEGG,Uniprot_KB_id,interaction
C00002,P0A8Z0,False
C00002,P0A8Z3,False
C00002,P0A903,False
C00002,P0A905,False
C00002,P0A908,False
C00002,P0A910,False
C00002,P0A912,False
C00002,P0A917,False
C00002,P0A937,False
C00002,P0A940,False
C00002,P0A944,False
C00002,P0A948,False
C00002,P0A951,False
C00002,P0A953,False
C00002,P0A955,False
C00002,P0A959,False
C00002,P0A962,False
C00002,P0A968,True
C00002,P0A972,False
C00002,P0A988,False
C00002,P0A991,False
C00002,P0A993,False
C00002,P0A998,False
C00002,P0A9A6,True
C00002,P0A9A9,False
C00002,P0A9B2,True
C00002,P0A9B6,False
C00002,P0A9C3,False
C00002,P0A9C5,True
C00002,P0A9C9,False
C00002,P0A9D2,False
C00002,P0A9D4,False
C00002,P0A9D8,False
C00002,P0A9E5,False
C00002,P0A9F1,False
C00002,P0A9F3,False
C00002,P0A9F6,False
C00002,P0A9F9,False
C00002,P0A9G6,True
C00002,P0A9G8,False
C00002,P0A9H1,False
C00002,P0A9H5,False
C00002,P0A9H7,False
C00002,P0A9I3,False
C00002,P0A9J0,False
C00002,P0A9J4,False
C00002,P0A9J6,False
C00002,P0A9J8,False
C00002,P0A9K1,False
C00002,P0A9K3,False
C00002,P0A9K7,False
C00002,P0A9K9,False
C00002,P0A9L3,False
C00002,P0A9L5,False
C00002,P0A9L8,False
C00002,P0A9M0,False
C00002,P0A9M2,False
C00002,P0A9M5,False
C00002,P0A9M8,True
C00002,P0A9N4,False
C00002,P0A9P0,False
C00002,P0A9P4,True
C00002,P0A9P6,False
C00002,P0A9Q1,True
C00002,P0A9Q5,False
C00002,P0A9Q7,False
C00002,P0A9Q9,False
C00002,P0A9R4,False
C00002,P0A9R7,False
C00002,P0A9S3,False
C00002,P0A9S5,False
C00002,P0A9S7,False
C00002,P0A9T0,True
C00002,P0A9T4,False
C00002,P0A9T6,False
C00002,P0A9T8,True
C00002,P0A9U3,False
C00002,P0A9U6,False
C00002,P0A9V1,False
C00002,P0A9W3,True
C00002,P0A9W6,False
C00002,P0A9W9,False
C00002,P0A9X4,True
C00002,P0A9X9,False
C00002,P0A9Y6,True
C00002,P0A9Z1,False
C00002,P0AA04,False
C00002,P0AA10,True
C00002,P0AA16,False
C00002,P0AA25,False
C00002,P0AA31,False
C00002,P0AA37,False
C00002,P0AA39,False
C00002,P0AA41,False
C00002,P0AA43,False
C00002,P0AA49,False
C00002,P0AA53,False
C00002,P0AA57,False
C00002,P0AA73,False
C00002,P0AA80,False
C00002,P0AA89,False
C00002,P0AA95,False
C00002,P0AA97,False
C00002,P0AA99,False
C00002,P0AAB4,False
C00002,P0AAB6,True
C00002,P0AAB8,False
C00002,P0AAC0,False
C00002,P0AAC8,False
C00002,P0AAE8,False
C00002,P0AAF6,False
C00002,P0AAG0,False
C00002,P0AAG3,False
C00002,P0AAI1,False
C00002,P0AAI3,False
C00002,P0AAI5,False
C00002,P0AAI9,False
C00002,P0AAN3,False
C00002,P0AAN5,False
C00002,P0AAN9,False
C00002,P0AAP3,False
C00002,P0AAQ2,False
C00002,P0AAR3,False
C00002,P0AAS7,False
C00002,P0AAT2,False
C00002,P0AAT6,False
C00002,P0AAT9,True
C00002,P0AAV4,False
C00002,P0AAV6,False
C00002,P0AAV8,False
C00002,P0AAX8,False
C00002,P0AAY6,False
C00002,P0AAZ4,False
C00002,P0AAZ7,False
C00002,P0AB14,True
C00002,P0AB18,False
C00002,P0AB24,True
C00002,P0AB28,False
C00002,P0AB43,False
C00002,P0AB46,False
C00002,P0AB52,False
C00002,P0AB55,False
C00002,P0AB61,False
C00002,P0AB65,False
C00002,P0AB67,False
C00002,P0AB71,False
C00002,P0AB77,False
C00002,P0AB80,False
C00002,P0AB89,False
C00002,P0AB91,True
C00002,P0AB96,False
C00002,P0ABA0,False
C00002,P0ABA4,False
C00002,P0ABA6,False
C00002,P0ABB0,True
C00002,P0ABB4,False
C00002,P0ABB8,False
C00002,P0ABC7,False
C00002,P0ABD3,False
C00002,P0ABD5,False
C00002,P0ABD8,False
C00002,P0ABE2,False
C00002,P0ABF1,False
C00002,P0ABF6,False
C00002,P0ABH0,False
C00002,P0ABH7,False
C00002,P0ABH9,True
C00002,P0ABJ1,False
C00002,P0ABK5,True
C00002,P0ABM9,False
C00002,P0ABP8,False
C00002,P0ABQ0,False
C00002,P0ABQ2,False
C00002,P0ABQ4,False
C00002,P0ABS1,True
C00002,P0ABS5,False
C00002,P0ABS8,False
C00002,P0ABT2,False
C00002,P0ABT5,False
C00002,P0ABU0,False
C00002,P0ABU2,True
C00002,P0ABU5,False
C00002,P0ABY4,False
C00002,P0ABZ4,False
C00002,P0ABZ6,True
C00002,P0AC13,False
C00002,P0AC16,False
C00002,P0AC19,False
C00002,P0AC28,False
C00002,P0AC33,False
C00002,P0AC38,False
C00002,P0AC41,False
C00002,P0AC51,False
C00002,P0AC53,False
C00002,P0AC55,False
C00002,P0AC59,False
C00002,P0AC62,False
C00002,P0AC69,False
C00002,P0AC75,False
C00002,P0AC81,True
C00002,P0AC84,False
C00002,P0AC86,True
C00002,P0AC92,False
C00002,P0ACA1,False
C00002,P0ACA3,False
C00002,P0ACA7,False
C00002,P0ACB0,True
C00002,P0ACB2,False
C00002,P0ACC3,False
C00002,P0ACC7,False
C00002,P0ACD4,False
C00002,P0ACE0,False
C00002,P0ACE3,False
C00002,P0ACE7,False
C00002,P0ACF0,True
C00002,P0ACF4,False
C00002,P0ACF8,False
C00002,P0ACG1,False
C00002,P0ACI0,False
C00002,P0ACJ0,False
C00002,P0ACJ8,False
C00002,P0ACK2,False
C00002,P0ACL0,False
C00002,P0ACL2,False
C00002,P0ACL9,False
C00002,P0ACM2,False
C00002,P0ACN2,False
C00002,P0ACN4,False
C00002,P0ACN7,False
C00002,P0ACP5,False
C00002,P0ACP7,False
C00002,P0ACQ4,False
C00002,P0ACR4,False
C00002,P0ACR9,False
C00002,P0ACS7,False
C00002,P0ACT6,False
C00002,P0ACU7,False
C00002,P0ACV6,False
C00002,P0ACV8,False
C00002,P0ACX3,False
C00002,P0ACX5,False
C00002,P0ACY1,True
C00002,P0ACY3,True
C00002,P0ACY9,False
C00002,P0ACZ4,False
C00002,P0ACZ8,False
C00002,P0AD05,False
C00002,P0AD10,False
C00002,P0AD12,False
C00002,P0AD24,False
C00002,P0AD33,True
C00002,P0AD40,False
C00002,P0AD49,True
C00002,P0AD57,False
C00002,P0AD59,False
C00002,P0AD61,False
C00002,P0AD70,False
C00002,P0AD96,False
C00002,P0ADA1,False
C00002,P0ADA3,False
C00002,P0ADA5,False
C00002,P0ADB1,False
C00002,P0ADB7,False
C00002,P0ADE4,False
C00002,P0ADE6,False
C00002,P0ADE8,False
C00002,P0ADF6,False
C00002,P0ADF8,False
C00002,P0ADG4,False
C00002,P0ADG7,True
C00002,P0ADI4,False
C00002,P0ADI7,False
C00002,P0ADK8,False
C00002,P0ADN2,True
C00002,P0ADP0,False
C00002,P0ADP2,False
C00002,P0ADP9,False
C00002,P0ADQ2,False
C00002,P0ADR6,False
C00002,P0ADR8,False
C00002,P0ADS2,False
C00002,P0ADS6,False
C00002,P0ADS9,False
C00002,P0ADT5,False
C00002,P0ADT8,False
C00002,P0ADU2,False
C00002,P0ADU5,False
C00002,P0ADU7,False
C00002,P0ADV1,False
C00002,P0ADV5,False
C00002,P0ADV7,False
C00002,P0ADW8,False
C00002,P0ADX1,False
C00002,P0ADX5,False
C00002,P0ADX7,True
C00002,P0ADX9,False
C00002,P0ADY1,False
C00002,P0ADY3,True
C00002,P0ADY7,True
C00002,P0ADZ0,True
C00002,P0ADZ4,False
C00002,P0ADZ7,False
C00002,P0AE01,False
C00002,P0AE06,False
C00002,P0AE08,True
C00002,P0AE12,False
C00002,P0AE18,False
C00002,P0AE22,False
C00002,P0AE28,False
C00002,P0AE39,False
C00002,P0AE48,False
C00002,P0AE52,True
C00002,P0AE60,False
C00002,P0AE63,False
C00002,P0AE67,False
C00002,P0AE70,False
C00002,P0AE72,False
C00002,P0AE78,False
C00002,P0AE85,False
C00002,P0AE88,False
C00002,P0AE91,False
C00002,P0AEA8,False
C00002,P0AEB7,False
C00002,P0AEC3,False
C00002,P0AED0,False
C00002,P0AED5,False
C00002,P0AED7,False
C00002,P0AED9,False
C00002,P0AEE5,False
C00002,P0AEE8,False
C00002,P0AEG4,False
C00002,P0AEG6,False
C00002,P0AEH3,False
C00002,P0AEH5,False
C00002,P0AEI1,False
C00002,P0AEI4,False
C00002,P0AEI6,False
C00002,P0AEJ2,False
C00002,P0AEJ6,False
C00002,P0AEK0,False
C00002,P0AEK2,True
C00002,P0AEK4,False
C00002,P0AEL3,False
C00002,P0AEL6,False
C00002,P0AEM0,False
C00002,P0AEM4,False
C00002,P0AEM9,True
C00002,P0AEN1,False
C00002,P0AEN8,False
C00002,P0AEP3,True
C00002,P0AEQ1,False
C00002,P0AEQ3,False
C00002,P0AER3,False
C00002,P0AES0,False
C00002,P0AES2,False
C00002,P0AES4,False
C00002,P0AES6,False
C00002,P0AES9,False
C00002,P0AET2,False
C00002,P0AET8,False
C00002,P0AEU0,False
C00002,P0AEU7,False
C00002,P0AEV1,False
C00002,P0AEV9,False
C00002,P0AEW4,False
C00002,P0AEW6,False
C00002,P0AEW9,True
C00002,P0AEX5,False
C00002,P0AEX9,False
C00002,P0AEY3,False
C00002,P0AEY5,False
C00002,P0AEZ1,False
C00002,P0AEZ3,True
C00002,P0AEZ9,True
C00002,P0AF03,False
C00002,P0AF06,False
C00002,P0AF08,True
C00002,P0AF12,False
C00002,P0AF18,False
C00002,P0AF20,False
C00002,P0AF24,True
C00002,P0AF28,True
C00002,P0AF36,False
C00002,P0AF48,False
C00002,P0AF50,False
C00002,P0AF63,False
C00002,P0AF67,True
C00002,P0AF90,False
C00002,P0AF93,False
C00002,P0AF96,True
C00002,P0AFB5,False
C00002,P0AFB8,False
C00002,P0AFC7,False
C00002,P0AFD1,False
C00002,P0AFF0,False
C00002,P0AFF4,False
C00002,P0AFF6,True
C00002,P0AFG0,False
C00002,P0AFG3,False
C00002,P0AFG6,False
C00002,P0AFG8,False
C00002,P0AFH0,False
C00002,P0AFH6,False
C00002,P0AFH8,False
C00002,P0AFI2,False
C00002,P0AFI5,False
C00002,P0AFI7,False
C00002,P0AFJ1,False
C00002,P0AFJ5,False
C00002,P0AFK0,False
C00002,P0AFK9,False
C00002,P0AFL3,False
C00002,P0AFL6,False
C00002,P0AFM2,False
C00002,P0AFM4,False
C00002,P0AFM6,False
C00002,P0AFM9,False
C00002,P0AFP6,False
C00002,P0AFP9,False
C00002,P0AFQ7,False
C00002,P0AFR4,False
C00002,P0AFS3,False
C00002,P0AFT5,False
C00002,P0AFU4,False
C00002,P0AFU8,False
C00002,P0AFW0,False
C00002,P0AFW2,False
C00002,P0AFW8,False
C00002,P0AFX0,False
C00002,P0AFX4,False
C00002,P0AFX9,False
C00002,P0AFY8,False
C00002,P0AFZ1,False
C00002,P0AFZ3,False
C00002,P0AG00,False
C00002,P0AG03,False
C00002,P0AG07,False
C00002,P0AG16,False
C00002,P0AG18,False
C00002,P0AG20,True
C00002,P0AG24,False
C00002,P0AG27,False
C00002,P0AG30,True
C00002,P0AG40,False
C00002,P0AG44,False
C00002,P0AG48,False
C00002,P0AG51,True
C00002,P0AG55,True
C00002,P0AG59,True
C00002,P0AG63,True
C00002,P0AG67,True
C00002,P0AG71,False
C00002,P0AG76,False
C00002,P0AG78,False
C00002,P0AG80,False
C00002,P0AG82,False
C00002,P0AG84,False
C00002,P0AG86,False
C00002,P0AG99,False
C00002,P0AGA2,False
C00002,P0AGA6,False
C00002,P0AGB0,False
C00002,P0AGC3,False
C00002,P0AGD1,False
C00002,P0AGD3,False
C00002,P0AGD7,False
C00002,P0AGE0,False
C00002,P0AGE6,False
C00002,P0AGE9,False
C00002,P0AGF2,False
C00002,P0AGG0,False
C00002,P0AGG2,False
C00002,P0AGG4,True
C00002,P0AGG8,False
C00002,P0AGI1,False
C00002,P0AGJ2,False
C00002,P0AGJ5,False
C00002,P0AGJ7,False
C00002,P0AGJ9,True
C00002,P0AGK4,False
C00002,P0AGK8,False
C00002,P0AGM5,False
C00002,P0C018,True
C00002,P0C037,False
C00002,P0C054,False
C00002,P0C077,False
C00002,P0C079,False
C00002,P0C093,False
C00002,P0C0K3,False
C00002,P0C0L2,False
C00002,P0C0L9,False
C00002,P0C0R7,False
C00002,P0C0S1,False
C00002,P0C0T5,False
C00002,P0C0V0,False
C00002,P0C8J6,False
C00002,P0C8J8,False
C00002,P0CB39,False
C00002,P0CI31,False
C00002,P0CK95,False
C00002,P0DMC7,False
C00002,P10121,False
C00002,P10346,True
C00002,P10371,False
C00002,P10378,False
C00002,P10408,True
C00002,P10443,False
C00002,P10805,False
C00002,P10902,False
C00002,P10908,False
C00002,P11071,False
C00002,P11446,False
C00002,P11447,False
C00002,P11454,False
C00002,P11458,False
C00002,P11557,False
C00002,P11875,False
C00002,P11880,True
C00002,P12008,False
C00002,P12281,False
C00002,P12282,False
C00002,P12295,False
C00002,P12758,False
C00002,P12994,False
C00002,P12995,False
C00002,P12996,False
C00002,P12998,False
C00002,P12999,False
C00002,P13000,False
C00002,P13001,False
C00002,P13009,False
C00002,P13016,False
C00002,P13024,False
C00002,P13029,False
C00002,P13035,True
C00002,P13036,False
C00002,P13445,False
C00002,P13458,False
C00002,P13482,False
C00002,P13857,False
C00002,P14081,False
C00002,P14900,False
C00002,P15005,False
C00002,P15034,False
C00002,P15042,False
C00002,P15047,False
C00002,P15067,False
C00002,P15254,False
C00002,P15288,True
C00002,P15639,False
C00002,P15640,False
C00002,P15723,False
C00002,P15770,False
C00002,P16095,False
C00002,P16384,False
C00002,P16431,False
C00002,P16456,False
C00002,P16525,False
C00002,P16528,False
C00002,P16659,False
C00002,P16679,False
C00002,P16681,False
C00002,P16691,False
C00002,P16700,False
C00002,P16703,False
C00002,P16918,False
C00002,P16926,False
C00002,P17109,False
C00002,P17115,False
C00002,P17117,False
C00002,P17169,False
C00002,P17445,False
C00002,P17846,False
C00002,P17854,False
C00002,P17888,False
C00002,P17952,True
C00002,P17993,False
C00002,P18133,False
C00002,P18196,False
C00002,P18335,False
C00002,P18390,False
C00002,P18843,True
C00002,P18956,False
C00002,P19317,False
C00002,P19318,False
C00002,P19319,False
C00002,P19624,False
C00002,P19636,False
C00002,P19642,False
C00002,P19926,False
C00002,P19934,False
C00002,P20083,True
C00002,P20099,False
C00002,P20605,False
C00002,P21151,False
C00002,P21156,False
C00002,P21165,False
C00002,P21169,False
C00002,P21170,True
C00002,P21177,False
C00002,P21179,False
C00002,P21338,False
C00002,P21362,False
C00002,P21363,False
C00002,P21367,False
C00002,P21369,False
C00002,P21499,False
C00002,P21507,True
C00002,P21513,False
C00002,P21517,False
C00002,P21599,False
C00002,P21645,False
C00002,P21829,False
C00002,P21888,True
C00002,P21889,False
C00002,P21893,False
C00002,P22106,True
C00002,P22188,True
C00002,P22255,False
C00002,P22256,False
C00002,P22259,False
C00002,P22333,False
C00002,P22523,False
C00002,P22524,False
C00002,P22525,False
C00002,P22564,False
C00002,P22634,True
C00002,P22731,False
C00002,P22939,True
C00002,P23003,False
C00002,P23256,False
C00002,P23305,False
C00002,P23331,False
C00002,P23367,True
C00002,P23484,False
C00002,P23538,True
C00002,P23721,True
C00002,P23827,False
C00002,P23830,False
C00002,P23836,True
C00002,P23839,True
C00002,P23842,False
C00002,P23843,False
C00002,P23845,False
C00002,P23847,False
C00002,P23857,False
C00002,P23862,False
C00002,P23865,False
C00002,P23869,True
C00002,P23874,False
C00002,P23882,False
C00002,P23883,False
C00002,P23893,True
C00002,P23908,True
C00002,P23909,True
C00002,P23917,False
C00002,P23930,False
C00002,P24171,False
C00002,P24173,False
C00002,P24178,False
C00002,P24182,False
C00002,P24186,True
C00002,P24188,False
C00002,P24197,False
C00002,P24202,False
C00002,P24203,False
C00002,P24211,False
C00002,P24215,False
C00002,P24224,False
C00002,P24228,False
C00002,P24230,False
C00002,P24232,False
C00002,P24240,False
C00002,P24251,False
C00002,P24255,False
C00002,P24554,False
C00002,P24555,False
C00002,P25397,False
C00002,P25437,False
C00002,P25516,False
C00002,P25519,True
C00002,P25522,False
C00002,P25524,False
C00002,P25526,False
C00002,P25534,False
C00002,P25535,False
C00002,P25536,False
C00002,P25539,False
C00002,P25552,False
C00002,P25553,False
C00002,P25665,False
C00002,P25738,True
C00002,P25740,False
C00002,P25745,False
C00002,P25746,False
C00002,P25888,False
C00002,P25894,False
C00002,P25906,False
C00002,P26281,False
C00002,P26365,False
C00002,P26602,False
C00002,P26608,False
C00002,P26612,False
C00002,P26616,False
C00002,P26646,False
C00002,P26648,False
C00002,P27127,False
C00002,P27128,False
C00002,P27248,False
C00002,P27249,False
C00002,P27250,False
C00002,P27278,False
C00002,P27294,False
C00002,P27298,False
C00002,P27302,False
C00002,P27306,False
C00002,P27431,False
C00002,P27434,False
C00002,P27550,True
C00002,P27828,False
C00002,P27829,True
C00002,P27830,False
C00002,P27832,False
C00002,P27833,False
C00002,P27838,False
C00002,P27848,False
C00002,P27859,False
C00002,P27862,False
C00002,P28248,False
C00002,P28249,False
C00002,P28304,False
C00002,P28305,False
C00002,P28631,False
C00002,P28632,False
C00002,P28634,False
C00002,P28635,False
C00002,P28861,False
C00002,P28903,False
C00002,P29012,False
C00002,P29013,False
C00002,P29131,False
C00002,P29208,False
C00002,P29217,False
C00002,P29680,False
C00002,P29745,False
C00002,P30011,False
C00002,P30014,False
C00002,P30125,False
C00002,P30126,False
C00002,P30128,False
C00002,P30177,False
C00002,P30178,False
C00002,P30745,False
C00002,P30748,False
C00002,P30749,False
C00002,P30750,False
C00002,P30850,True
C00002,P30859,False
C00002,P30860,False
C00002,P30863,False
C00002,P30864,False
C00002,P30870,False
C00002,P30871,False
C00002,P30958,False
C00002,P31057,False
C00002,P31060,True
C00002,P31120,False
C00002,P31130,False
C00002,P31131,False
